address,chain,source_count,sources,categories,onchain_type,ref_date
5rCf1DM8LjKTw4YqhnoLcngyZYeNnQqztScTogYHAS6,SOL,2,chainabuse_crawl|solrpds,chainabuse|rugpull_pool,PROGRAM,2026-05-15
5yxNbWboEaSqkLYngJ3wmfReJ4mvdeSKpabXfkx1KNEj,SOL,2,jupiter_banned|solrpds,rugpull_token|scam_token,TOKEN,2023
5zpq7DvB6UdFFvpmBPspGPNfUGoBRRCE2HHg5u3gxcsN,SOL,2,rekt_news|tayvano_lazarus,exploit|state_actor_dprk,PROGRAM,
6mo65QhKyKomsk4oKG7ecG6VyuJ1qMoKMLL7iQFToAoX,SOL,2,chainpatrol|solrpds,blocklist|rugpull_token,TOKEN,2026-08-09
7f7dgNNeL1RwbEd6Eao5BE8KNurTnLZnRZeVjkCGJgQD,SOL,2,chainabuse_crawl|solrpds,chainabuse|rugpull_token,TOKEN,2024-08-17
7qbRF6YsyGuLUVs6Y1q64bdVrfe4ZcUUz1JRdoVNUJnm,SOL,2,chainabuse_crawl|solrpds,chainabuse|rugpull_pool,PROGRAM,2024
8psN3FhC8FJAD37bRPMNLAYD9PXJnA8zozBn2AfFEoih,SOL,2,phantom_blocklist|solrpds,rugpull_token|scam_token,unclassified,2023
8vmfpC295wnxH7mnPw3GpfvD9mCCdJBj81mPfe9PL9Wi,SOL,2,chainabuse_crawl|phantom_blocklist,chainabuse|scam_token,TOKEN,2022-04-28
AHkitG2B9KTHXtc5nyun96tPEx3QJajP85NXxaiG2cM5,SOL,2,chainabuse_crawl|chainabuse_desc,chainabuse|community_reported_desc,TOKEN,2026-05-20
AtXoHRmGzePmWdJTVzmchX9VTggMaccKoTMx2oGpogVJ,SOL,2,jupiter_banned|solrpds,rugpull_token|scam_token,TOKEN,2023
AuhHd6SJuyoZUQHu5HDCMCcxogCEEKHi9Auu1tUebugn,SOL,2,jupiter_banned|solrpds,rugpull_token|scam_token,TOKEN,2024
B9ZArmaKEZnBGANZGr812LSHhNPLRTefzRe1e6Hc6wa5,SOL,2,chainabuse_crawl|phantom_blocklist,chainabuse|scam_token,TOKEN,2022-10-28
BH96UcPvksn7TF61gdwvysnYCRnH8Qrpy7jJUYvg63pu,SOL,2,chainabuse_crawl|phantom_blocklist,chainabuse|scam_token,TOKEN,2023-04-26
BPFLoaderUpgradeab1e11111111111111111111111,SOL,2,chainabuse_crawl|kismp_defihack,chainabuse|defi_hack_attacker,PROGRAM,2023-05-20
BTaxGAk6hJBZy9hxqG5YYKNMvT9m92YNB48o3WZP6PrZ,SOL,2,chainabuse_crawl|phantom_blocklist,chainabuse|scam_token,TOKEN,2022-10-31
BWXrcGe3EaCAsx77ACTVZMDAftf7f3k5LSxxdHb4MNJo,SOL,2,jupiter_banned|solrpds,rugpull_token|scam_token,TOKEN,2023
BgsumguDU3N9cPEWHHYoz2ZkrYkkSXnmYUwzHcB8Kpow,SOL,2,chainabuse_crawl|phantom_blocklist,chainabuse|scam_token,TOKEN,2022-10-28
BqCD3EkMe2b9mpmjRyNmWNVEpZ9YcL8QNEeA4qUCn8i9,SOL,2,jupiter_banned|solrpds,rugpull_token|scam_token,TOKEN,2024
CBVCBBscc8t1JjB3gwyXHFjcYSEyvq8kWHaYCE8UdAax,SOL,2,chainabuse_crawl|chainabuse_desc,chainabuse|community_reported_desc,PROGRAM,2026-04-08
CT4BJTcwKDa5P19Cq4uqDK8hcBwWooB2rnDyTAXvXT5K,SOL,2,chainabuse_crawl|phantom_blocklist,chainabuse|scam_token,TOKEN,2022-04-28
CZx8bNjYjCFCKUAZMyfoxk7qt6YFaeaRgZud1nvZSKJz,SOL,2,jupiter_banned|solrpds,rugpull_token|scam_token,TOKEN,2022
CjEzSxHmdVBACnbQStRM58aE3bdLDRG2fHSJvyPFLkRt,SOL,2,jupiter_banned|solrpds,rugpull_token|scam_token,TOKEN,2023
CtzNArj8PACmPNbLXMgeBHC8bdx9LBPrFtix4z9AtwBf,SOL,2,jupiter_banned|solrpds,rugpull_token|scam_token,TOKEN,2023
Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,SOL,2,chainabuse_crawl|solrpds,chainabuse|rugpull_pool,PROGRAM,2026-02-26
DeG237cLU3QWhH4fTzyB5ciFHJ6cQ4ZifYeppxTasbgo,SOL,2,chainabuse_crawl|solrpds,chainabuse|rugpull_token,TOKEN,2024-03-14
DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,SOL,2,chainabuse_crawl|solrpds,chainabuse|rugpull_token,TOKEN,2024-02-22
DqRAkLs2DquKDXSqU6XpTeYJyrZn9FZNwmhXG2GXdrYQ,SOL,2,chainpatrol|solrpds,blocklist|rugpull_token,TOKEN,2026-08-02
DtR4D9FtVoTX2569gaL837ZgrB6wNjj6tkmnX9Rdk9B2,SOL,2,chainabuse_crawl|solrpds,chainabuse|rugpull_token,TOKEN,2026-05-10
EGaHAfnypqpNTEiByUDjzQAtiqCdM3BW5atysdrauFAM,SOL,2,chainabuse_crawl|phantom_blocklist,chainabuse|scam_token,TOKEN,2022-11-03
EdSZeskchZ8qQ2BtAx6eZTSCP5qk6vJjRLLPYfnLKzTn,SOL,2,chainabuse_crawl|phantom_blocklist,chainabuse|scam_token,TOKEN,2022-10-28
Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,SOL,2,chainabuse_crawl|solrpds,chainabuse|rugpull_token,TOKEN,2026-06-01
F8ZjHTqvN8YKfGwsoEaLXkYfHc3fbDvH35ftF7xFeMLi,SOL,2,chainabuse_crawl|chainabuse_desc,chainabuse|community_reported_desc,TOKEN,2023-05-20
FTTrdeXMJtFhqa23h1oC37m9ZrsXgqcmvY8HMGiyohFs,SOL,2,jupiter_banned|solrpds,rugpull_token|scam_token,TOKEN,2023
Fq7jPefUJ4Z4exE7QsBzrWK7cfqxKW8XazNwQ5akGwBz,SOL,2,chainabuse_crawl|solrpds,chainabuse|rugpull_pool,PROGRAM,2025-04-01
FuLH3f9TPxiLNojPBZxfaT5Rb5VFfia8hMzLo9e9c6CG,SOL,2,chainabuse_desc|solrpds,community_reported_desc|rugpull_token,TOKEN,2024-06-15
GaE1XtFQuW3DfNJrsAs5gATT1XeP2K5zipkmUTBqaDfr,SOL,2,chainabuse_crawl|solphishhunter,chainabuse|phishing_verified,PROGRAM,2024-06-02
Gnkrukuv9HhDCpTMuUuYnSmjXeTTxezbs3DPjSCyygao,SOL,2,jupiter_banned|solrpds,rugpull_token|scam_token,TOKEN,2024
GzHyjtEn2iZ8aQdRUGS54U3TXAQNP2egcKrAxwEcVhPT,SOL,2,jupiter_banned|solrpds,rugpull_token|scam_token,TOKEN,2022
H24RXEMJ6TK61NrbMZoNxMj2u3yaxJcVMSM65AqfUj9o,SOL,2,chainabuse_crawl|solrpds,chainabuse|rugpull_token,TOKEN,2024-04-12
HbXTcNq8ExstVzfPVoXi45arRS6L6YXCsu5Wtv59AkqF,SOL,2,jupiter_banned|solrpds,rugpull_token|scam_token,TOKEN,2022
PhiLR4JDZB9z92rYT5xBXKCxmq4pGB1LYjtybii7aiS,SOL,2,phantom_blocklist|solrpds,rugpull_token|scam_token,unclassified,2023
SRMuApVNdxXokk5GT7XD5cUUgXMBCoAz2LHeuAoKWRt,SOL,2,kismp_defihack|solrpds,defi_hack_attacker|rugpull_token,TOKEN,2021
Sig9GJN6wztuKj6BiaWjCRYAavAJULSwBs12ad5rpqn,SOL,2,chainabuse_crawl|chainabuse_desc,chainabuse|community_reported_desc,PROGRAM,2026-02-07
TokenkegQfeZyiNwAJbNbGKPFXCWuBvf9Ss623VQ5DA,SOL,2,chainabuse_crawl|chainabuse_desc,chainabuse|community_reported_desc,PROGRAM,2026-01-25
VVWAy5U2KFd1p8AdchjUxqaJbZPBeP5vUQRZtAy8hyc,SOL,2,phantom_blocklist|solrpds,rugpull_token|scam_token,unclassified,2022
XzR7CUMqhDBzbAm4aUNvwhVCxjWGn1KEvqTp3Y8fFCD,SOL,2,chainabuse_crawl|phantom_blocklist,chainabuse|scam_token,TOKEN,2022-04-28
ZEjeiv2LyvBwYg5cYLkNKDndp2Wf19NrAWHzP2SbaBt,SOL,2,chainabuse_crawl|chainabuse_desc,chainabuse|community_reported_desc,PROGRAM,2025-08-12
goadkd3P4SP1w8ZNW5GsGum3vdGw4Q4wRdLWhMPjyua,SOL,2,jupiter_banned|solrpds,rugpull_token|scam_token,TOKEN,2024
mRf8L1195qxZskZi8EP5NATdsVa3ZXe3YrjoYFU1Nnk,SOL,2,chainabuse_crawl|solphishhunter,chainabuse|phishing_verified,PROGRAM,2024-02-16
mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,SOL,2,chainabuse_crawl|solrpds,chainabuse|rugpull_token,TOKEN,2025-10-25
zjY9XwsD4sHWqGkHbtrGm5MTHP23frUdrXfxJEusSEe,SOL,2,jupiter_banned|solrpds,rugpull_token|scam_token,TOKEN,2023
11111111111111111111111111111111,SOL,1,chainabuse_desc,community_reported_desc,PROGRAM,2025-11-07
11E6hZ1vgHVNsB6xyZKnSMSKpnfgN2qBbhdFVbGZhuy,SOL,1,phantom_blocklist,scam_token,unclassified,
11GRaYGfuX2QzJZnCKquetBbdri7ioNNPRmt6WTZsnR,SOL,1,solrpds,rugpull_pool,unclassified,2024
11KCkk5jTTm9GKoAKbQEKqBSBUmdKHEULDY24jK1Gmh,SOL,1,phantom_blocklist,scam_token,unclassified,
11Njyg2K5CrqSUeUmpEfMbakmPYCUe41LWkWgeEdsQP,SOL,1,phantom_blocklist,scam_token,unclassified,
11UWkTuhDK4wkzJzpYu7WnztNcwocNVZFPxVyhEpump,SOL,1,solrpds,rugpull_token,unclassified,2024
11W8vakvavnP9aryEK8jmDDsdeWE6S6SGu8Fjkipump,SOL,1,solrpds,rugpull_token,unclassified,2024
11dvr67Y7zN1KFepoXRmniGnqRwbqmZtYKGnDJmdbr1,SOL,1,phantom_blocklist,scam_token,unclassified,
11jDxVr2gxnkNsKDaeP1Sb4JyZpAAyRRUroVmWMiYhz,SOL,1,phantom_blocklist,scam_token,unclassified,
11kXhjmhbpgVPJK27ZA4jTZ3ktnRm54Do6f94zS5N46,SOL,1,solrpds,rugpull_pool,unclassified,2023
11kZaW8YQC2xT6aTnDe9jGtSkcGgfhyQxWHpwZ4C5DD,SOL,1,phantom_blocklist,scam_token,unclassified,
11ryQxpVBb2ULB6aTyZj4zJKzNzqJN9PzB97qzvrq3F,SOL,1,phantom_blocklist,scam_token,unclassified,
122g7MCtHduv168QACG3DvSVskAFrDUMYkJdkSoSr4oj,SOL,1,solrpds,rugpull_pool,unclassified,2024
122wYWhwMnB1eu2xxX8g4EZnXQpxQriijnxGEB65ohiX,SOL,1,solrpds,rugpull_pool,unclassified,2024
123evkMohRQw9X95RpyfM32m8MG6VCB72BhHBhmGpump,SOL,1,solrpds,rugpull_token,unclassified,2024
123fJ8eJ3KeMaAsSXAaCE1B17xjAYHuGa3Wt7cwkpump,SOL,1,solrpds,rugpull_token,unclassified,2024
123yP1S39uv8EdfA3oJMRw4X7QNhPbsfPQC2DwJxLqbi,SOL,1,solrpds,rugpull_token,unclassified,2024
124TgDq59sdBHBYS7YGp3T5Do88MNHE7ws6X7h6Q6SkA,SOL,1,solrpds,rugpull_pool,unclassified,2024
124WnZDfSq8KCPhFuEv6gygAaQsKopcjUAjow54JzTYW,SOL,1,solrpds,rugpull_pool,unclassified,2024
124gpW1VL9PfAFzdGDqtbLspBKXDp2G5MaXNdJMwpump,SOL,1,solrpds,rugpull_token,unclassified,2024
124wiR1Ksev9B8pNU8mFq97CqEDaz6RPogi7wFLWrYVC,SOL,1,solrpds,rugpull_pool,unclassified,2024
1254YT9pX4kaczmZi22TF83aAPQ24vyDdoybqPU4pump,SOL,1,solrpds,rugpull_token,unclassified,2024
125pDBBexxXzV2jqNwY29iru3kYX73ALTmPk3Kj3mXJe,SOL,1,solrpds,rugpull_pool,unclassified,2024
126AB1un49xM3sTfgskpQtvvKeEJ4PNQGd1S6aEcpump,SOL,1,chainpatrol,blocklist,TOKEN,2026-06-21
126UrHYrvCwvgtyNTpLHWAtunfig5HfY3168AW9Mpump,SOL,1,solrpds,rugpull_token,unclassified,2024
1282VYUbTVgJ8vB5PfToYF21VPFZtWs1BKugSTC2BNpv,SOL,1,solrpds,rugpull_token,unclassified,2023
12AdNNrn3aHtqukgDo1r3Yq3ifCA4Pis3PEfukbdR1P7,SOL,1,solrpds,rugpull_token,unclassified,2024
12AhaWh6JxD7HAEZvtGvYi8SE4NGqYgFAJAwcxUEpump,SOL,1,solrpds,rugpull_token,unclassified,2024
12AjTG16m3oWzjVy2kP2C1bUEzZv8PayQDM9csRR1obM,SOL,1,solrpds,rugpull_token,unclassified,2023
12AoAHhb4h2AHKJAn8NiDRiReMMB1sRVanHFnkjGa2Fi,SOL,1,solrpds,rugpull_pool,unclassified,2024
12AsHiGefNW7TGryNiCsVsj1jwsm8zzachBpRg7Gyny3,SOL,1,solrpds,rugpull_token,unclassified,2024
12B6Bur3anxEEXznkrnuPG2ZVkafW2PyMikXd7vvpKm1,SOL,1,solrpds,rugpull_token,unclassified,2024
12CbS2rA2dS3uq7sCwhVZagKFxZWtCj6vvChwMT7by96,SOL,1,phantom_blocklist,scam_token,unclassified,
12CoL5jiPci4qDBwZ8DcqkTNAQfjuD7sTyRf11n6Uaun,SOL,1,chainpatrol,blocklist,TOKEN,2026-07-08
12DJuAZgj81NwYojSxvdNDzApkXtn34ytU9jZ1eubsjx,SOL,1,solrpds,rugpull_pool,unclassified,2024
12DZ4KVBPHxLKWDWnSN5fo1h3PqayGG4CvyxqFw1c6pQ,SOL,1,chainpatrol,blocklist,TOKEN,2026-05-21
12FvihLoAzTtaA98YVuErGftCXtoc83t3YFk4WdKK79T,SOL,1,solrpds,rugpull_token,unclassified,2024
12GAmVCDturUzyBrkBosmepv1HhfNTXrVeLEu8G5RZSS,SOL,1,solrpds,rugpull_pool,unclassified,2024
12GELjcL6Jg9VkTsPcpVcadTCFRaKTTLXXHGThMCqKFq,SOL,1,solrpds,rugpull_pool,unclassified,2024
12JYjFoknqihb6SSkuPcjVSGFCnivbtCtombsf8Z4fju,SOL,1,solrpds,rugpull_pool,unclassified,2024
12KKYSHnE8VD1uxNtZ8fs2dVnQPN4RyMBRoCpG15gVRL,SOL,1,solrpds,rugpull_pool,unclassified,2024
12KLamRC792UeJCWVTTAwYML4GwXXR9FBgt6Us1oHBW2,SOL,1,solrpds,rugpull_token,unclassified,2024
12KhLjEd9F8MGn85afiXpRk3HuY2foR86o99oW7rmVeg,SOL,1,solrpds,rugpull_pool,unclassified,2024
12L1MMfGsX7qumFCTkynw5fvGXcTHB3ZxWAFJeSLCHnY,SOL,1,solrpds,rugpull_token,unclassified,2024
12L81wZprjfGvMuSQBpjT1x7TyuowZrPKrucvu99Jj27,SOL,1,solrpds,rugpull_pool,unclassified,2024
12M1ib5cVVHpnUCyfDGfP3zymWfqRjfXDZK5RjiNrDEk,SOL,1,solrpds,rugpull_pool,unclassified,2024
12MFqfHzADU9GZZpoLrf81RMktGabt5VRtmmYyWLeKMH,SOL,1,solrpds,rugpull_pool,unclassified,2024
12N8fiF3EB6PnUWUFibpkccKUp4PSeZ3EiF1u2qnp4UG,SOL,1,solrpds,rugpull_pool,unclassified,2024
12NCw1mtsUoVSLPyS6Y3SMEtyEjWMeHfkHLesbhk9hvc,SOL,1,solrpds,rugpull_pool,unclassified,2023
12Na5pfPwc1AZQZdBoLsg2SM6Zp8zFAaVgp8itnJpump,SOL,1,solrpds,rugpull_token,unclassified,2024
12PAjZdfSrEvebCG9qWkoAfhaDXPaQcJBB4ucDTP4zd9,SOL,1,solrpds,rugpull_pool,unclassified,2024
12Pei5caep6yk2JcPcF4CJZgM8vpkJNPw6LqtNvvbwQr,SOL,1,solrpds,rugpull_pool,unclassified,2024
12PvkN1y3Md1XVeXvW9vAQqsxkcAh637CKWrtv7QiPc7,SOL,1,solrpds,rugpull_token,unclassified,2024
12QkWEfBA3w4bKkzGyES93WoK1ef444hU37yBZRRc1Qj,SOL,1,solrpds,rugpull_pool,unclassified,2024
12Qs1UGoV1WSxkME2W8VsKrTFBG3arsroguPYfYG8jdu,SOL,1,solrpds,rugpull_pool,unclassified,2024
12Rpip25pRDFYELyrLprQt7sMQqUPG9jFa94hDULPNaJ,SOL,1,chainpatrol,blocklist,TOKEN,2026-07-26
12SMfFvAXNCPQJQq9wA1izAPjqGyo2ytWgj1fBXNQuCK,SOL,1,solrpds,rugpull_token,unclassified,2023
12SgZ1auKJgtyLXgW4Nc5wVzstVStfoQxe6ZXFi5gb3W,SOL,1,solrpds,rugpull_pool,unclassified,2024
12SrD4cupaxtEe7fuR3sBYDRV16jwmvU4iYT5syKpBek,SOL,1,solrpds,rugpull_token,unclassified,2024
12TLrZf9pQNJJ4pYQWmyjhZyNHDhVyXSyz4db9DFxZM2,SOL,1,solrpds,rugpull_token,unclassified,2024
12TVM66xuQvgYkyXUWNnB6Fgmaf3TDwTmKLLFpHcP2fu,SOL,1,solrpds,rugpull_pool,unclassified,2024
12U2jTxTeMDruRkaEvqLvdqgnLs6XA5pXXiw7wDJpGsc,SOL,1,solrpds,rugpull_token,unclassified,2024
12UP9cSwe1tDzQg3KSEx1BpSS9nkpT5VkmDe4fSz4Hso,SOL,1,solrpds,rugpull_token,unclassified,2024
12Ucwe3J9xX6Bb4MkctAbJBc2keLaYNJZbi75fmyfdJk,SOL,1,solrpds,rugpull_pool,unclassified,2024
12VL46LMAU2bW98x9eZi61jinsZahw8TuatTaB3uL2LX,SOL,1,solrpds,rugpull_token,unclassified,2024
12WA6LgpySqXsoRr895k63zcLaEjd5CDj7YQ844UkDvv,SOL,1,solrpds,rugpull_pool,unclassified,2024
12WRu4BdJk1yM3Nk433yg3S9GnxniUdueeu29iMPpump,SOL,1,solrpds,rugpull_token,unclassified,2024
12WnYcuH8DonpxzgLADujkdNHWNBoFXakhLZP9Y2pump,SOL,1,solrpds,rugpull_token,unclassified,2024
12XSPDhe843mWmAxjSyXtGDzDuJP1XPBBRfoVAocdfLv,SOL,1,solrpds,rugpull_pool,unclassified,2024
12Xsa7RHkjR33zQoGqNNBY6iwPHG4mrK781HUxURQpRR,SOL,1,solrpds,rugpull_pool,unclassified,2024
12Xzs3mXthpCZHc5wd6KN8aFBAbrzN2jZuCPMq2mi77B,SOL,1,solrpds,rugpull_token,unclassified,2024
12YJuH9aDmLiYjmLcTxquRPQMNGCbinKGmQvf39XbWsY,SOL,1,phantom_blocklist,scam_token,unclassified,
12YmctPskoUr8MpDpN5V9iwkodVBcJQBf2Uy6TnRojHG,SOL,1,chainabuse_crawl,chainabuse,TOKEN,2025-09-15
12Yo1ooTNfKQZV2a2r52k2ar5L8uWDDU7bdVkoxnaHZa,SOL,1,solrpds,rugpull_pool,unclassified,2024
12aGZp2Q3TaPMouLXGYVZWKUUJdCth2wxS1NVMDRFj8k,SOL,1,solrpds,rugpull_pool,unclassified,2024
12aLBCh2JdjGstCVX6oZUx3VcLAY2C4fdcuAxuMvvWQn,SOL,1,solrpds,rugpull_token,unclassified,2023
12aVGio5EgK92Ff4SRwY73L1H4ohrhxDxZo8KpJagNUT,SOL,1,solrpds,rugpull_token,unclassified,2024
12axRhGcPfHdg345DSdtzrj51vkf6uk2jAxDF5E1cQY,SOL,1,solrpds,rugpull_pool,unclassified,2024
12b3TQnq9Y4imv8Ef9nUJhfT7gy4ybZy5Qt5dZxHDpHH,SOL,1,solrpds,rugpull_pool,unclassified,2024
12b4KN2MZpsvJkAwc5U35Cecpiri9pv3ADuYHHodxQ8v,SOL,1,solrpds,rugpull_pool,unclassified,2024
12bDxpetQ7E1NCn2HQzby2eX6tUYaBFwBh2X5RL4XkBA,SOL,1,solrpds,rugpull_pool,unclassified,2024
12c5ohSD9CxztRFGZjTxzRQi3pKhJCDSufwpKbgynHGq,SOL,1,solrpds,rugpull_token,unclassified,2024
12cAuuj4L415yPNmavZ4T4xR6CCFFTMpkUdJPBn8pS1E,SOL,1,solrpds,rugpull_token,unclassified,2024
12d3KBU8GPk8aoZKceBCmxWXSkEpLNXYNSScS7QTpump,SOL,1,solrpds,rugpull_token,unclassified,2024
12dm5oR9FXuKk3XxQnxW7vJ8pAAvNqL4dxZAfMWYDJVf,SOL,1,solrpds,rugpull_token,unclassified,2024
12e58eh6SNkpACeLcrpo8UPshDuCvNF7MYMKwAxDtCMJ,SOL,1,solrpds,rugpull_pool,unclassified,2024
12f1ZpZiiY4eGnsxDdC1ksXG414WCZfRqvxwntL4fM4x,SOL,1,phantom_blocklist,scam_token,unclassified,
12f3r2iHPNJfHZdgBaZR242Tvs339qbQuAx6Q8rJooK4,SOL,1,solrpds,rugpull_token,unclassified,2024
12fhde7Sur7DBXwCjKRbfR9H3fAsc1MKHMdqaEnqa1kf,SOL,1,solrpds,rugpull_token,unclassified,2024
12gLRX4inLFsJcCp1N6twj59B2Jx56DpWvbkzdKHKCFg,SOL,1,solrpds,rugpull_pool,unclassified,2024
12hZbyqta7k4jEiRkkAMbo92SMyzBRztsnt773q2pump,SOL,1,chainpatrol,blocklist,TOKEN,2026-08-06
12heNozSpaDaTbdhaG7CpE49SrxsgU6pRt74knYvrPGC,SOL,1,solrpds,rugpull_pool,unclassified,2024
12hpdYatPFQQ57kCSZR4YKeBhsKYUPqRCChDVJPzpump,SOL,1,chainpatrol,blocklist,TOKEN,2026-07-21
12iBxnj2rrn9mdXpSYSKtpn5uunnmvvwkAwRhGBXXvuV,SOL,1,solrpds,rugpull_pool,unclassified,2024
12jXT1z3gv8LUf4UGjV4GXuqat93iVApSbgZnzXaeEgr,SOL,1,solrpds,rugpull_pool,unclassified,2024
12jaHFQDjRPNpawtNo1h1FVTSUn6365XDVYT1i1PxTrW,SOL,1,solrpds,rugpull_pool,unclassified,2024
12k7ovnF5gSre7eVtWtz8tqKBRGdJdipYqGLM3aHfpsN,SOL,1,solrpds,rugpull_pool,unclassified,2024
12kwbamK6zTaZLof3eSP1k26KaauvqdJZnZA4EN9TtBf,SOL,1,solrpds,rugpull_pool,unclassified,2024
12m1W7jHMttSMWof9RkmK3rTM3maQWbCH3nRDqQwpump,SOL,1,solrpds,rugpull_token,unclassified,2024
12mFQfKgHknzDZTNPPGxpLcWRYh9hjUpYC1hPiWdvFwz,SOL,1,solrpds,rugpull_pool,unclassified,2024
12mcpYL84oMi8Hiinyjuv2Zq3F47tLLxjw1THLcAdKT2,SOL,1,solrpds,rugpull_token,unclassified,2024
12mjupcvFK2Hr7WUz4NdaFyhxUkXHBNbzhC7HFkDM9Tc,SOL,1,solrpds,rugpull_pool,unclassified,2024
12nXVvvFYkgNt5P7dJcpZnJkk5wU8T34j5FhKx3JqJU6,SOL,1,solrpds,rugpull_token,unclassified,2024
12oMCUJX4jzWbgBkGdowxEcGmhtS165nn7BKSgAPQgjj,SOL,1,solrpds,rugpull_token,unclassified,2024
12oNkR9Sm8VNYtfpFqvWu2pR8Mc3gE2BHnJw6NSbc9A8,SOL,1,solrpds,rugpull_pool,unclassified,2024
12oXoFMW3VwmemTCS2Swrf4DRUiwyi2oyZvcmjWLhbWG,SOL,1,solrpds,rugpull_pool,unclassified,2024
12osadF4MvLVmYge2nZc9ePt5HKaftdufX9KL9XkAMzW,SOL,1,solrpds,rugpull_pool,unclassified,2024
12ozKi8JPUFuYMYmCZMX4bAJQx5NBsv6mBWgBGYMcD3v,SOL,1,solrpds,rugpull_pool,unclassified,2024
12pHZir4rFCnDiAjR8tBTBak5Z5JuVoiQVpWJ4pEwudJ,SOL,1,phantom_blocklist,scam_token,unclassified,
12ppEb5DzqjocuXtdM2Wdw9zcw7eZ7QAAV3qXBjaFQze,SOL,1,solrpds,rugpull_pool,unclassified,2024
12qHPovnv176zHrX2UExBy562Mf78o1K2e5Nt64iR1vG,SOL,1,solrpds,rugpull_pool,unclassified,2024
12qQ7NPzEUYspwW7opSRPSXH7Kwj2wU6ezPtWRKtpump,SOL,1,solrpds,rugpull_token,unclassified,2024
12r122vM8Gczuxu7T3DQSo9nxHFTAwikUhT9EcZffd7x,SOL,1,solrpds,rugpull_pool,unclassified,2024
12rYgVN9SbsMHdQHg2fhme1SyjCtPgLAoB9X7V6DRhge,SOL,1,solrpds,rugpull_pool,unclassified,2024
12s9rrDkaTGpYGSYJrnamkrfTynd1aij5uLsaSCHpump,SOL,1,solrpds,rugpull_token,unclassified,2024
12sCFPJSfe8PXE1aiW28g6ZskJ7w7kKsiAvVzLUXpump,SOL,1,solrpds,rugpull_token,unclassified,2024
12smDCvkFeJ7fKzB3CETuwCnPyoi7arcHafWXTBA8AF5,SOL,1,solrpds,rugpull_pool,unclassified,2024
12u9xFryfnMEwrRX4HHwKw6i4UaH2ALThiWHoPFCMSQ3,SOL,1,solrpds,rugpull_pool,unclassified,2024
12ucVyoUUatgFxAj7HEYU8xjB9gCq5qUts1xrjCLSyUs,SOL,1,solrpds,rugpull_token,unclassified,2024
12wAqfb3h5Z82zQzq9ypRKfF544FrWqkkMEG9we2z81y,SOL,1,solrpds,rugpull_token,unclassified,2024
12wp79xN7Cec4d92hsr9Kt96mpQkzp1YDuXb3oxu7NMB,SOL,1,solrpds,rugpull_pool,unclassified,2024
